code,property,needs_translation,default,translated
HU2_TEST,NAME,t,Testhospital - Dunántúl,Testhospital - Transdanubia
HU2_TEST,SHORT_NAME,f,Testhosp. HU2,
HU2_TEST_TEST,NAME,t,Testdepartment - Dunántúl,Testdepartment - Transdanubia
HU2_TEST_TEST,SHORT_NAME,f,Testdep. HU2,
HU3_TEST,NAME,t,Testhospital - Alföld és Észak,Testhospital - Great Plain and North
HU3_TEST,SHORT_NAME,f,Testhosp. HU3,
HU3_TEST_TEST,NAME,t,Testdepartment - Alföld és Észak,Testdepartment - Great Plain and North
HU3_TEST_TEST,SHORT_NAME,f,Testdep. HU3,
IE0_TEST,NAME,f,Testhospital - Ireland,
IE0_TEST,SHORT_NAME,f,Testhosp. IE0,
IE0_TEST_TEST,NAME,f,Testdepartment - Ireland,
IE0_TEST_TEST,SHORT_NAME,f,Testdep. IE0,
IS0_TEST,NAME,t,Testhospital - Ísland,Testhospital - Iceland
IS0_TEST,SHORT_NAME,f,Testhosp. IS0,
IS0_TEST_TEST,NAME,t,Testdepartment - Ísland,Testdepartment - Iceland
IS0_TEST_TEST,SHORT_NAME,f,Testdep. IS0,
ITC_TEST,NAME,t,Testhospital - Nord-Ovest,Testhospital - North West
ITC_TEST,SHORT_NAME,f,Testhosp. ITC,
ITC_TEST_TEST,NAME,t,Testdepartment - Nord-Ovest,Testdepartment - North West
ITC_TEST_TEST,SHORT_NAME,f,Testdep. ITC,
ITF_TEST,NAME,t,Testhospital - Sud,Testhospital - South
ITF_TEST,SHORT_NAME,f,Testhosp. ITF,
ITF_TEST_TEST,NAME,t,Testdepartment - Sud,Testdepartment - South
ITF_TEST_TEST,SHORT_NAME,f,Testdep. ITF,
ITG_TEST,NAME,t,Testhospital - Isole,Testhospital - Islands
ITG_TEST,SHORT_NAME,f,Testhosp. ITG,
ITG_TEST_TEST,NAME,t,Testdepartment - Isole,Testdepartment - Islands
ITG_TEST_TEST,SHORT_NAME,f,Testdep. ITG,
ITH_TEST,NAME,t,Testhospital - Nord-Est,Testhospital - North East
ITH_TEST,SHORT_NAME,f,Testhosp. ITH,
ITH_TEST_TEST,NAME,t,Testdepartment - Nord-Est,Testdepartment - North East
ITH_TEST_TEST,SHORT_NAME,f,Testdep. ITH,
ITI_TEST,NAME,t,Testhospital - Centro (IT),Testhospital - Centre
ITI_TEST,SHORT_NAME,f,Testhosp. ITI,
ITI_TEST_TEST,NAME,t,Testdepartment - Centro (IT),Testdepartment - Centre
ITI_TEST_TEST,SHORT_NAME,f,Testdep. ITI,
LI0_TEST,NAME,f,Testhospital - Liechtenstein,
LI0_TEST,SHORT_NAME,f,Testhosp. LI0,
LI0_TEST_TEST,NAME,f,Testdepartment - Liechtenstein,
LI0_TEST_TEST,SHORT_NAME,f,Testdep. LI0,
LT0_TEST,NAME,t,Testhospital - Lietuva,Testhospital - Lithuania
LT0_TEST,SHORT_NAME,f,Testhosp. LT0,
LT0_TEST_TEST,NAME,t,Testdepartment - Lietuva,Testdepartment - Lithuania
LT0_TEST_TEST,SHORT_NAME,f,Testdep. LT0,
LU0_TEST,NAME,f,Testhospital - Luxembourg,
LU0_TEST,SHORT_NAME,f,Testhosp. LU0,
LU0_TEST_TEST,NAME,f,Testdepartment - Luxembourg,
LU0_TEST_TEST,SHORT_NAME,f,Testdep. LU0,
LV0_TEST,NAME,t,Testhospital - Latvija,Testhospital - Latvia
LV0_TEST,SHORT_NAME,f,Testhosp. LV0,
LV0_TEST_TEST,NAME,t,Testdepartment - Latvija,Testdepartment - Latvia
LV0_TEST_TEST,SHORT_NAME,f,Testdep. LV0,
ME0_TEST,NAME,t,Testhospital - Црна Гора,Testhospital - Montenegro
ME0_TEST,SHORT_NAME,f,Testhosp. ME0,
ME0_TEST_TEST,NAME,t,Testdepartment - Црна Гора,Testdepartment - Montenegro
ME0_TEST_TEST,SHORT_NAME,f,Testdep. ME0,
MK0_TEST,NAME,t,Testhospital - Северна Македонија,Testhospital - North Macedonia
MK0_TEST,SHORT_NAME,f,Testhosp. MK0,
MK0_TEST_TEST,NAME,t,Testdepartment - Северна Македонија,Testdepartment - North Macedonia
MK0_TEST_TEST,SHORT_NAME,f,Testdep. MK0,
MT0_TEST,NAME,f,Testhospital - Malta,
MT0_TEST,SHORT_NAME,f,Testhosp. MT0,
MT0_TEST_TEST,NAME,f,Testdepartment - Malta,
MT0_TEST_TEST,SHORT_NAME,f,Testdep. MT0,
NL1_TEST,NAME,t,Testhospital - Noord-Nederland,Testhospital - North Netherlands
NL1_TEST,SHORT_NAME,f,Testhosp. NL1,
NL1_TEST_TEST,NAME,t,Testdepartment - Noord-Nederland,Testdepartment - North Netherlands
NL1_TEST_TEST,SHORT_NAME,f,Testdep. NL1,
NL2_TEST,NAME,t,Testhospital - Oost-Nederland,Testhospital - East Netherlands
NL2_TEST,SHORT_NAME,f,Testhosp. NL2,
NL2_TEST_TEST,NAME,t,Testdepartment - Oost-Nederland,Testdepartment - East Netherlands
NL2_TEST_TEST,SHORT_NAME,f,Testdep. NL2,
NL3_TEST,NAME,t,Testhospital - West-Nederland,Testhospital - West Netherlands
NL3_TEST,SHORT_NAME,f,Testhosp. NL3,
NL3_TEST_TEST,NAME,t,Testdepartment - West-Nederland,Testdepartment - West Netherlands
NL3_TEST_TEST,SHORT_NAME,f,Testdep. NL3,
NL4_TEST,NAME,t,Testhospital - Zuid-Nederland,Testhospital - South Netherlands
NL4_TEST,SHORT_NAME,f,Testhosp. NL4,
NL4_TEST_TEST,NAME,t,Testdepartment - Zuid-Nederland,Testdepartment - South Netherlands
NL4_TEST_TEST,SHORT_NAME,f,Testdep. NL4,
NO0_TEST,NAME,t,Testhospital - Norge,Testhospital - Norway
NO0_TEST,SHORT_NAME,f,Testhosp. NO0,
NO0_TEST_TEST,NAME,t,Testdepartment - Norge,Testdepartment - Norway
NO0_TEST_TEST,SHORT_NAME,f,Testdep. NO0,
PL2_TEST,NAME,t,Testhospital - Makroregion południowy,Testhospital - South Macroregion
PL2_TEST,SHORT_NAME,f,Testhosp. PL2,
PL2_TEST_TEST,NAME,t,Testdepartment - Makroregion południowy,Testdepartment - South Macroregion
PL2_TEST_TEST,SHORT_NAME,f,Testdep. PL2,
PL4_TEST,NAME,t,Testhospital - Makroregion północno-zachodni,Testhospital - North-west Macroregion
PL4_TEST,SHORT_NAME,f,Testhosp. PL4,
PL4_TEST_TEST,NAME,t,Testdepartment - Makroregion północno-zachodni,Testdepartment - North-west Macroregion
PL4_TEST_TEST,SHORT_NAME,f,Testdep. PL4,
PL5_TEST,NAME,t,Testhospital - Makroregion południowo-zachodni,Testhospital - South-west Macroregion
PL5_TEST,SHORT_NAME,f,Testhosp. PL5,
PL5_TEST_TEST,NAME,t,Testdepartment - Makroregion południowo-zachodni,Testdepartment - South-west Macroregion
PL5_TEST_TEST,SHORT_NAME,f,Testdep. PL5,
PL6_TEST,NAME,t,Testhospital - Makroregion północny,Testhospital - North Macroregion
PL6_TEST,SHORT_NAME,f,Testhosp. PL6,
PL6_TEST_TEST,NAME,t,Testdepartment - Makroregion północny,Testdepartment - North Macroregion
PL6_TEST_TEST,SHORT_NAME,f,Testdep. PL6,
PL7_TEST,NAME,t,Testhospital - Makroregion centralny,Testhospital - Central Macroregion
PL7_TEST,SHORT_NAME,f,Testhosp. PL7,
PL7_TEST_TEST,NAME,t,Testdepartment - Makroregion centralny,Testdepartment - Central Macroregion
PL7_TEST_TEST,SHORT_NAME,f,Testdep. PL7,
PL8_TEST,NAME,t,Testhospital - Makroregion wschodni,Testhospital - East Macroregion
PL8_TEST,SHORT_NAME,f,Testhosp. PL8,
PL8_TEST_TEST,NAME,t,Testdepartment - Makroregion wschodni,Testdepartment - East Macroregion
PL8_TEST_TEST,SHORT_NAME,f,Testdep. PL8,
PL9_TEST,NAME,t,Testhospital - Makroregion województwo mazowieckie,Testhospital - Masovian Macroregion
PL9_TEST,SHORT_NAME,f,Testhosp. PL9,
PL9_TEST_TEST,NAME,t,Testdepartment - Makroregion województwo mazowieckie,Testdepartment - Masovian Macroregion
PL9_TEST_TEST,SHORT_NAME,f,Testdep. PL9,
PT1_TEST,NAME,t,Testhospital - Continente,Testhospital - Continental Portugal
PT1_TEST,SHORT_NAME,f,Testhosp. PT1,
PT1_TEST_TEST,NAME,t,Testdepartment - Continente,Testdepartment - Continental Portugal
PT1_TEST_TEST,SHORT_NAME,f,Testdep. PT1,
PT2_TEST,NAME,t,Testhospital - Região Autónoma dos Açores,Testhospital - Azores
PT2_TEST,SHORT_NAME,f,Testhosp. PT2,
PT2_TEST_TEST,NAME,t,Testdepartment - Região Autónoma dos Açores,Testdepartment - Azores
PT2_TEST_TEST,SHORT_NAME,f,Testdep. PT2,
PT3_TEST,NAME,t,Testhospital - Região Autónoma da Madeira,Testhospital - Madeira
PT3_TEST,SHORT_NAME,f,Testhosp. PT3,
PT3_TEST_TEST,NAME,t,Testdepartment - Região Autónoma da Madeira,Testdepartment - Madeira
PT3_TEST_TEST,SHORT_NAME,f,Testdep. PT3,
RO1_TEST,NAME,t,Testhospital - Macroregiunea Unu,Testhospital - Macroregion One
RO1_TEST,SHORT_NAME,f,Testhosp. RO1,
RO1_TEST_TEST,NAME,t,Testdepartment - Macroregiunea Unu,Testdepartment - Macroregion One
RO1_TEST_TEST,SHORT_NAME,f,Testdep. RO1,
RO2_TEST,NAME,t,Testhospital - Macroregiunea Doi,Testhospital - Macroregion Two
RO2_TEST,SHORT_NAME,f,Testhosp. RO2,
RO2_TEST_TEST,NAME,t,Testdepartment - Macroregiunea Doi,Testdepartment - Macroregion Two
RO2_TEST_TEST,SHORT_NAME,f,Testdep. RO2,
RO3_TEST,NAME,t,Testhospital - Macroregiunea Trei,Testhospital - Macroregion Three
RO3_TEST,SHORT_NAME,f,Testhosp. RO3,
RO3_TEST_TEST,NAME,t,Testdepartment - Macroregiunea Trei,Testdepartment - Macroregion Three
RO3_TEST_TEST,SHORT_NAME,f,Testdep. RO3,
RO4_TEST,NAME,t,Testhospital - Macroregiunea Patru,Testhospital - Macroregion Four
RO4_TEST,SHORT_NAME,f,Testhosp. RO4,
RO4_TEST_TEST,NAME,t,Testdepartment - Macroregiunea Patru,Testdepartment - Macroregion Four
RO4_TEST_TEST,SHORT_NAME,f,Testdep. RO4,
RS1_TEST,NAME,t,Testhospital - Србија - север,Testhospital - Serbia - sever
RS1_TEST,SHORT_NAME,f,Testhosp. RS1,
RS1_TEST_TEST,NAME,t,Testdepartment - Србија - север,Testdepartment - Serbia - sever
RS1_TEST_TEST,SHORT_NAME,f,Testdep. RS1,
RS2_TEST,NAME,t,Testhospital - Србија - југ,Testhospital - Serbia - jug 
