code,property,needs_translation,default,translated
DE8_TEST,NAME,t,Testhospital - Mecklenburg-Vorpommern,Testkrankenhaus - Mecklenburg-Vorpommern
DE8_TEST,SHORT_NAME,t,Testhosp. DE8,Testkrh. DE8
DE8_TEST_TEST,NAME,t,Testdepartment - Mecklenburg-Vorpommern,Testabteilung - Mecklenburg-Vorpommern
DE8_TEST_TEST,SHORT_NAME,t,Testdep. DE8,Testabt. DE8
DE9_TEST,NAME,t,Testhospital - Niedersachsen,Testkrankenhaus - Niedersachsen
DE9_TEST,SHORT_NAME,t,Testhosp. DE9,Testkrh. DE9
DE9_TEST_TEST,NAME,t,Testdepartment - Niedersachsen,Testabteilung - Niedersachsen
DE9_TEST_TEST,SHORT_NAME,t,Testdep. DE9,Testabt. DE9
DEA_TEST,NAME,t,Testhospital - Nordrhein-Westfalen,Testkrankenhaus - Nordrhein-Westfalen
DEA_TEST,SHORT_NAME,t,Testhosp. DEA,Testkrh. DEA
DEA_TEST_TEST,NAME,t,Testdepartment - Nordrhein-Westfalen,Testabteilung - Nordrhein-Westfalen
DEA_TEST_TEST,SHORT_NAME,t,Testdep. DEA,Testabt. DEA
DEB_TEST,NAME,t,Testhospital - Rheinland-Pfalz,Testkrankenhaus - Rheinland-Pfalz
DEB_TEST,SHORT_NAME,t,Testhosp. DEB,Testkrh. DEB
DEB_TEST_TEST,NAME,t,Testdepartment - Rheinland-Pfalz,Testabteilung - Rheinland-Pfalz
DEB_TEST_TEST,SHORT_NAME,t,Testdep. DEB,Testabt. DEB
DEC_TEST,NAME,t,Testhospital - Saarland,Testkrankenhaus - Saarland
DEC_TEST,SHORT_NAME,t,Testhosp. DEC,Testkrh. DEC
DEC_TEST_TEST,NAME,t,Testdepartment - Saarland,Testabteilung - Saarland
DEC_TEST_TEST,SHORT_NAME,t,Testdep. DEC,Testabt. DEC
DED_TEST,NAME,t,Testhospital - Sachsen,Testkrankenhaus - Sachsen
DED_TEST,SHORT_NAME,t,Testhosp. DED,Testkrh. DED
DED_TEST_TEST,NAME,t,Testdepartment - Sachsen,Testabteilung - Sachsen
DED_TEST_TEST,SHORT_NAME,t,Testdep. DED,Testabt. DED
DEE_TEST,NAME,t,Testhospital - Sachsen-Anhalt,Testkrankenhaus - Sachsen-Anhalt
DEE_TEST,SHORT_NAME,t,Testhosp. DEE,Testkrh. DEE
DEE_TEST_TEST,NAME,t,Testdepartment - Sachsen-Anhalt,Testabteilung - Sachsen-Anhalt
DEE_TEST_TEST,SHORT_NAME,t,Testdep. DEE,Testabt. DEE
DEF_TEST,NAME,t,Testhospital - Schleswig-Holstein,Testkrankenhaus - Schleswig-Holstein
DEF_TEST,SHORT_NAME,t,Testhosp. DEF,Testkrh. DEF
DEF_TEST_TEST,NAME,t,Testdepartment - Schleswig-Holstein,Testabteilung - Schleswig-Holstein
DEF_TEST_TEST,SHORT_NAME,t,Testdep. DEF,Testabt. DEF
DEG_TEST,NAME,t,Testhospital - Thüringen,Testkrankenhaus - Thüringen
DEG_TEST,SHORT_NAME,t,Testhosp. DEG,Testkrh. DEG
DEG_TEST_TEST,NAME,t,Testdepartment - Thüringen,Testabteilung - Thüringen
DEG_TEST_TEST,SHORT_NAME,t,Testdep. DEG,Testabt. DEG
DK0_TEST,NAME,t,Testhospital - Danmark,Testkrankenhaus - Dänemark
DK0_TEST,SHORT_NAME,t,Testhosp. DK0,Testkrh. DK0
DK0_TEST_TEST,NAME,t,Testdepartment - Danmark,Testabteilung - Dänemark
DK0_TEST_TEST,SHORT_NAME,t,Testdep. DK0,Testabt. DK0
EE0_TEST,NAME,t,Testhospital - Eesti,Testkrankenhaus - Estland
EE0_TEST,SHORT_NAME,t,Testhosp. EE0,Testkrh. EE0
EE0_TEST_TEST,NAME,t,Testdepartment - Eesti,Testabteilung - Estland
EE0_TEST_TEST,SHORT_NAME,t,Testdep. EE0,Testabt. EE0
EL3_TEST,NAME,t,Testhospital - Αττική,Testkrankenhaus - Attika
EL3_TEST,SHORT_NAME,t,Testhosp. EL3,Testkrh. EL3
EL3_TEST_TEST,NAME,t,Testdepartment - Αττική,Testabteilung - Attika
EL3_TEST_TEST,SHORT_NAME,t,Testdep. EL3,Testabt. EL3
EL4_TEST,NAME,t,"Testhospital - Νησιά Αιγαίου, Κρήτη","Testkrankenhaus - Ägaische Inseln, Kreta"
EL4_TEST,SHORT_NAME,t,Testhosp. EL4,Testkrh. EL4
EL4_TEST_TEST,NAME,t,"Testdepartment - Νησιά Αιγαίου, Κρήτη","Testabteilung - Ägaische Inseln, Kreta"
EL4_TEST_TEST,SHORT_NAME,t,Testdep. EL4,Testabt. EL4
EL5_TEST,NAME,t,Testhospital - Βόρεια Ελλάδα,Testkrankenhaus - Nordgriechenland
EL5_TEST,SHORT_NAME,t,Testhosp. EL5,Testkrh. EL5
EL5_TEST_TEST,NAME,t,Testdepartment - Βόρεια Ελλάδα,Testabteilung - Nordgriechenland
EL5_TEST_TEST,SHORT_NAME,t,Testdep. EL5,Testabt. EL5
EL6_TEST,NAME,t,Testhospital - Κεντρική Ελλάδα,Testkrankenhaus - Zentralgriechenland
EL6_TEST,SHORT_NAME,t,Testhosp. EL6,Testkrh. EL6
EL6_TEST_TEST,NAME,t,Testdepartment - Κεντρική Ελλάδα,Testabteilung - Zentralgriechenland
EL6_TEST_TEST,SHORT_NAME,t,Testdep. EL6,Testabt. EL6
ES1_TEST,NAME,t,Testhospital - Noroeste,Testkrankenhaus - Nordwesten
ES1_TEST,SHORT_NAME,t,Testhosp. ES1,Testkrh. ES1
ES1_TEST_TEST,NAME,t,Testdepartment - Noroeste,Testabteilung - Nordwesten
ES1_TEST_TEST,SHORT_NAME,t,Testdep. ES1,Testabt. ES1
ES2_TEST,NAME,t,Testhospital - Noreste,Testkrankenhaus - Nordosten
ES2_TEST,SHORT_NAME,t,Testhosp. ES2,Testkrh. ES2
ES2_TEST_TEST,NAME,t,Testdepartment - Noreste,Testabteilung - Nordosten
ES2_TEST_TEST,SHORT_NAME,t,Testdep. ES2,Testabt. ES2
ES3_TEST,NAME,t,Testhospital - Comunidad de Madrid,Testkrankenhaus - Autonome Gemeinschaft Madrid
ES3_TEST,SHORT_NAME,t,Testhosp. ES3,Testkrh. ES3
ES3_TEST_TEST,NAME,t,Testdepartment - Comunidad de Madrid,Testabteilung - Autonome Gemeinschaft Madrid
ES3_TEST_TEST,SHORT_NAME,t,Testdep. ES3,Testabt. ES3
ES4_TEST,NAME,t,Testhospital - Centro (ES),Testkrankenhaus - Zentrum
ES4_TEST,SHORT_NAME,t,Testhosp. ES4,Testkrh. ES4
ES4_TEST_TEST,NAME,t,Testdepartment - Centro (ES),Testabteilung - Zentrum
ES4_TEST_TEST,SHORT_NAME,t,Testdep. ES4,Testabt. ES4
ES5_TEST,NAME,t,Testhospital - Este,Testkrankenhaus - Osten
ES5_TEST,SHORT_NAME,t,Testhosp. ES5,Testkrh. ES5
ES5_TEST_TEST,NAME,t,Testdepartment - Este,Testabteilung - Osten
ES5_TEST_TEST,SHORT_NAME,t,Testdep. ES5,Testabt. ES5
ES6_TEST,NAME,t,Testhospital - Sur,Testkrankenhaus - Süden
ES6_TEST,SHORT_NAME,t,Testhosp. ES6,Testkrh. ES6
ES6_TEST_TEST,NAME,t,Testdepartment - Sur,Testabteilung - Süden
ES6_TEST_TEST,SHORT_NAME,t,Testdep. ES6,Testabt. ES6
ES7_TEST,NAME,t,Testhospital - Canarias,Testkrankenhaus - Kanaren
ES7_TEST,SHORT_NAME,t,Testhosp. ES7,Testkrh. ES7
ES7_TEST_TEST,NAME,t,Testdepartment - Canarias,Testabteilung - Kanaren
ES7_TEST_TEST,SHORT_NAME,t,Testdep. ES7,Testabt. ES7
FI1_TEST,NAME,t,Testhospital - Manner-Suomi,Testkrankenhaus - Festländisches Finnland
FI1_TEST,SHORT_NAME,t,Testhosp. FI1,Testkrh. FI1
FI1_TEST_TEST,NAME,t,Testdepartment - Manner-Suomi,Testabteilung - Festländisches Finnland
FI1_TEST_TEST,SHORT_NAME,t,Testdep. FI1,Testabt. FI1
FI2_TEST,NAME,t,Testhospital - Åland,Testkrankenhaus - Åland
FI2_TEST,SHORT_NAME,t,Testhosp. FI2,Testkrh. FI2
FI2_TEST_TEST,NAME,t,Testdepartment - Åland,Testabteilung - Åland
FI2_TEST_TEST,SHORT_NAME,t,Testdep. FI2,Testabt. FI2
FR1_TEST,NAME,t,Testhospital - Ile-de-France,Testkrankenhaus - Île-de-France
FR1_TEST,SHORT_NAME,t,Testhosp. FR1,Testkrh. FR1
FR1_TEST_TEST,NAME,t,Testdepartment - Ile-de-France,Testabteilung - Île-de-France
FR1_TEST_TEST,SHORT_NAME,t,Testdep. FR1,Testabt. FR1
FRB_TEST,NAME,t,Testhospital - Centre — Val de Loire,Testkrankenhaus - Zentrum-Loiretal
FRB_TEST,SHORT_NAME,t,Testhosp. FRB,Testkrh. FRB
FRB_TEST_TEST,NAME,t,Testdepartment - Centre — Val de Loire,Testabteilung - Zentrum-Loiretal
FRB_TEST_TEST,SHORT_NAME,t,Testdep. FRB,Testabt. FRB
FRC_TEST,NAME,t,Testhospital - Bourgogne-Franche-Comté,Testkrankenhaus - Bourgogne-Franche-Comté
FRC_TEST,SHORT_NAME,t,Testhosp. FRC,Testkrh. FRC
FRC_TEST_TEST,NAME,t,Testdepartment - Bourgogne-Franche-Comté,Testabteilung - Bourgogne-Franche-Comté
FRC_TEST_TEST,SHORT_NAME,t,Testdep. FRC,Testabt. FRC
FRD_TEST,NAME,t,Testhospital - Normandie,Testkrankenhaus - Normandie
FRD_TEST,SHORT_NAME,t,Testhosp. FRD,Testkrh. FRD
FRD_TEST_TEST,NAME,t,Testdepartment - Normandie,Testabteilung - Normandie
FRD_TEST_TEST,SHORT_NAME,t,Testdep. FRD,Testabt. FRD
FRE_TEST,NAME,t,Testhospital - Hauts-de-France,Testkrankenhaus - Hauts-de-France
FRE_TEST,SHORT_NAME,t,Testhosp. FRE,Testkrh. FRE
FRE_TEST_TEST,NAME,t,Testdepartment - Hauts-de-France,Testabteilung - Hauts-de-France
FRE_TEST_TEST,SHORT_NAME,t,Testdep. FRE,Testabt. FRE
FRF_TEST,NAME,t,Testhospital - Grand Est,Testkrankenhaus - Grand Est
FRF_TEST,SHORT_NAME,t,Testhosp. FRF,Testkrh. FRF
FRF_TEST_TEST,NAME,t,Testdepartment - Grand Est,Testabteilung - Grand Est
FRF_TEST_TEST,SHORT_NAME,t,Testdep. FRF,Testabt. FRF
FRG_TEST,NAME,t,Testhospital - Pays de la Loire,Testkrankenhaus - Pays de la Loire
FRG_TEST,SHORT_NAME,t,Testhosp. FRG,Testkrh. FRG
FRG_TEST_TEST,NAME,t,Testdepartment - Pays de la Loire,Testabteilung - Pays de la Loire
FRG_TEST_TEST,SHORT_NAME,t,Testdep. FRG,Testabt. FRG
FRH_TEST,NAME,t,Testhospital - Bretagne,Testkrankenhaus - Bretagne
FRH_TEST,SHORT_NAME,t,Testhosp. FRH,Testkrh. FRH
FRH_TEST_TEST,NAME,t,Testdepartment - Bretagne,Testabteilung - Bretagne
FRH_TEST_TEST,SHORT_NAME,t,Testdep. FRH,Testabt. FRH
FRI_TEST,NAME,t,Testhospital - Nouvelle-Aquitaine,Testkrankenhaus - Nouvelle-Aquitaine
FRI_TEST,SHORT_NAME,t,Testhosp. FRI,Testkrh. FRI
FRI_TEST_TEST,NAME,t,Testdepartment - Nouvelle-Aquitaine,Testabteilung - Nouvelle-Aquitaine
FRI_TEST_TEST,SHORT_NAME,t,Testdep. FRI,Testabt. FRI
FRJ_TEST,NAME,t,Testhospital - Occitanie,Testkrankenhaus - Occitanie
FRJ_TEST,SHORT_NAME,t,Testhosp. FRJ,Testkrh. FRJ
FRJ_TEST_TEST,NAME,t,Testdepartment - Occitanie,Testabteilung - Occitanie
FRJ_TEST_TEST,SHORT_NAME,t,Testdep. FRJ,Testabt. FRJ
FRK_TEST,NAME,t,Testhospital - Auvergne-Rhône-Alpes,Testkrankenhaus - Auvergne-Rhône-Alpes
FRK_TEST,SHORT_NAME,t,Testhosp. FRK,Testkrh. FRK
FRK_TEST_TEST,NAME,t,Testdepartment - Auvergne-Rhône-Alpes,Testabteilung - Auvergne-Rhône-Alpes
FRK_TEST_TEST,SHORT_NAME,t,Testdep. FRK,Testabt. FRK
FRL_TEST,NAME,t,Testhospital - Provence-Alpes-Côte d’Azur,Testkrankenhaus - Provence-Alpes-Côte d’Azur
FRL_TEST,SHORT_NAME,t,Testhosp. FRL,Testkrh. FRL
FRL_TEST_TEST,NAME,t,Testdepartment - Provence-Alpes-Côte d’Azur,Testabteilung - Provence-Alpes-Côte d’Azur
FRL_TEST_TEST,SHORT_NAME,t,Testdep. FRL,Testabt. FRL
FRM_TEST,NAME,t,Testhospital - Corse,Testkrankenhaus - Korsika
FRM_TEST,SHORT_NAME,t,Testhosp. FRM,Testkrh. FRM
FRM_TEST_TEST,NAME,t,Testdepartment - Corse,Testabteilung - Korsika
FRM_TEST_TEST,SHORT_NAME,t,Testdep. FRM,Testabt. FRM
FRY_TEST,NAME,t,Testhospital - RUP FR — Régions Ultrapériphériques Françaises,Testkrankenhaus - Gebiete in äußerster Randlage Frankreichs
FRY_TEST,SHORT_NAME,t,Testhosp. FRY,Testkrh. FRY
FRY_TEST_TEST,NAME,t,Testdepartment - RUP FR — Régions Ultrapériphériques Françaises,Testabteilung - Gebiete in äußerster Randlage Frankreichs
FRY_TEST_TEST,SHORT_NAME,t,Testdep. FRY,Testabt. FRY
HR0_TEST,NAME,t,Testhospital - Hrvatska,Testkrankenhaus - Kroatien
HR0_TEST,SHORT_NAME,t,Testhosp. HR0,Testkrh. HR0
HR0_TEST_TEST,NAME,t,Testdepartment - Hrvatska,Testabteilung - Kroatien
HR0_TEST_TEST,SHORT_NAME,t,Testdep. HR0,Testabt. HR0
HU1_TEST,NAME,t,Testhospital - Közép-Magyarország,Testkrankenhaus - Mittelungarn
HU1_TEST,SHORT_NAME,t,Testhosp. HU1,Testkrh. HU1
HU1_TEST_TEST,NAME,t,Testdepartment - Közép-Magyarország,Testabteilung - Mittelungarn
HU1_TEST_TEST,SHORT_NAME,t,Testdep. HU1,Testabt. HU1
HU2_TEST,NAME,t,Testhospital - Dunántúl,Testkrankenhaus - Transdanubien
HU2_TEST,SHORT_NAME,t,Testhosp. HU2,Testkrh. HU2
HU2_TEST_TEST,NAME,t,Testdepartment - Dunántúl,Testabteilung - Transdanubien
HU2_TEST_TEST,SHORT_NAME,t,Testdep. HU2,Testabt. HU2
HU3_TEST,NAME,t,Testhospital - Alföld és Észak,Testkrankenhaus - Norden und Tiefebene
HU3_TEST,SHORT_NAME,t,Testhosp. HU3,Testkrh. HU3
HU3_TEST_TEST,NAME,t,Testdepartment - Alföld és Észak,Testabteilung - Norden und Tiefebene
HU3_TEST_TEST,SHORT_NAME,t,Testdep. HU3,Testabt. HU3
IE0_TEST,NAME,t,Testhospital - Ireland,Testkrankenhaus - Irland
IE0_TEST,SHORT_NAME,t,Testhosp. IE0,Testkrh. IE0
IE0_TEST_TEST,NAME,t,Testdepartment - Ireland,Testabteilung - Irland
IE0_TEST_TEST,SHORT_NAME,t,Testdep. IE0,Testabt. IE0
IS0_TEST,NAME,t,Testhospital - Ísland,Testkrankenhaus - Island
IS0_TEST,SHORT_NAME,t,Testhosp. IS0,Testkrh. IS0
IS0_TEST_TEST,NAME,t,Testdepartment - Ísland,Testabteilung - Island
IS0_TEST_TEST,SHORT_NAME,t,Testdep. IS0,Testabt. IS0
ITC_TEST,NAME,t,Testhospital - Nord-Ovest,Testkrankenhaus - Nordwesten
ITC_TEST,SHORT_NAME,t,Testhosp. ITC,Testkrh. ITC
ITC_TEST_TEST,NAME,t,Testdepartment - Nord-Ovest,Testabteilung - Nordwesten
ITC_TEST_TEST,SHORT_NAME,t,Testdep. ITC,Testabt. ITC
ITF_TEST,NAME,t,Testhospital - Sud,Testkrankenhaus - Süden
ITF_TEST,SHORT_NAME,t,Testhosp. ITF,Testkrh. ITF
ITF_TEST_TEST,NAME,t,Testdepartment - Sud,Testabteilung - Süden
ITF_TEST_TEST,SHORT_NAME,t,Testdep. ITF,Testabt. ITF
ITG_TEST,NAME,t,Testhospital - Isole,Testkrankenhaus - Inseln
ITG_TEST,SHORT_NAME,t,Testhosp. ITG,Testkrh. ITG
ITG_TEST_TEST,NAME,t,Testdepartment - Isole,Testabteilung - Inseln
ITG_TEST_TEST,SHORT_NAME,t,Testdep. ITG,Testabt. ITG
ITH_TEST,NAME,t,Testhospital - Nord-Est,Testkrankenhaus - Nordosten
ITH_TEST,SHORT_NAME,t,Testhosp. ITH,Testkrh. ITH
ITH_TEST_TEST,NAME,t,Testdepartment - Nord-Est,Testabteilung - Nordosten
ITH_TEST_TEST,SHORT_NAME,t,Testdep. ITH,Testabt. ITH
ITI_TEST,NAME,t,Testhospital - Centro (IT),Testkrankenhaus - Mitte
ITI_TEST,SHORT_NAME,t,Testhosp. ITI,Testkrh. ITI
ITI_TEST_TEST,NAME,t,Testdepartment - Centro (IT),Testabteilung - Mitte
ITI_TEST_TEST,SHORT_NAME,t,Testdep. ITI,Testabt. ITI
LI0_TEST,NAME,t,Testhospital - Liechtenstein,Testkrankenhaus - Liechtenstein
LI0_TEST,SHORT_NAME,t,Testhosp. LI0,Testkrh. LI0
LI0_TEST_TEST,NAME,t,Testdepartment - Liechtenstein,Testabteilung - Liechtenstein
LI0_TEST_TEST,SHORT_NAME,t,Testdep. LI0,Testabt. LI0
LT0_TEST,NAME,t,Testhospital - Lietuva,Testkrankenhaus - Litauen
LT0_TEST,SHORT_NAME,t,Testhosp. LT0,Testkrh. LT0
LT0_TEST_TEST,NAME,t,Testdepartment - Lietuva,Testabteilung - Litauen
LT0_TEST_TEST,SHORT_NAME,t,Testdep. LT0,Testabt. LT0
LU0_TEST,NAME,t,Testhospital - Luxembourg,Testkrankenhaus - Luxemburg
LU0_TEST,SHORT_NAME,t,Testhosp. LU0,Testkrh. LU0
LU0_TEST_TEST,NAME,t,Testdepartment - Luxembourg,Testabteilung - Luxemburg
LU0_TEST_TEST,SHORT_NAME,t,Testdep. LU0,Testabt. LU0
LV0_TEST,NAME,t,Testhospital - Latvija,Testkrankenhaus - Lettland
LV0_TEST,SHORT_NAME,t,Testhosp. LV0,Testkrh. LV0
LV0_TEST_TEST,NAME,t,Testdepartment - Latvija,Testabteilung - Lettland
LV0_TEST_TEST,SHORT_NAME,t,Testdep. LV0,Testabt. LV0
ME0_TEST,NAME,t,Testhospital - Црна Гора,Testkrankenhaus - Montenegro
ME0_TEST,SHORT_NAME,t,Testhosp. ME0,Testkrh. ME0
ME0_TEST_TEST,NAME,t,Testdepartment - Црна Гора,Testabteilung - Montenegro
ME0_TEST_TEST,SHORT_NAME,t,Testdep. ME0,Testabt. ME0
MK0_TEST,NAME,t,Testhospital - Северна Македонија,Testkrankenhaus - Nordmazedonien
MK0_TEST,SHORT_NAME,t,Testhosp. MK0,Testkrh. MK0
MK0_TEST_TEST,NAME,t,Testdepartment - Северна Македонија,Testabteilung - Nordmazedonien
MK0_TEST_TEST,SHORT_NAME,t,Testdep. MK0,Testabt. MK0
MT0_TEST,NAME,t,Testhospital - Malta,Testkrankenhaus - Malta
MT0_TEST,SHORT_NAME,t,Testhosp. MT0,Testkrh. MT0
MT0_TEST_TEST,NAME,t,Testdepartment - Malta,Testabteilung - Malta
MT0_TEST_TEST,SHORT_NAME,t,Testdep. MT0,Testabt. MT0
NL1_TEST,NAME,t,Testhospital - Noord-Nederland,Testkrankenhaus - Nord-Niederlande
NL1_TEST,SHORT_NAME,t,Testhosp. NL1,Testkrh. NL1
NL1_TEST_TEST,NAME,t,Testdepartment - Noord-Nederland,Testabteilung - Nord-Niederlande
NL1_TEST_TEST,SHORT_NAME,t,Testdep. NL1,Testabt. NL1
NL2_TEST,NAME,t,Testhospital - Oost-Nederland,Testkrankenhaus - Ost-Niederlande
NL2_TEST,SHORT_NAME,t,Testhosp. NL2,Testkrh. NL2
NL2_TEST_TEST,NAME,t,Testdepartment - Oost-Nederland,Testabteilung - Ost-Niederlande
NL2_TEST_TEST,SHORT_NAME,t,Testdep. NL2,Testabt. NL2
NL3_TEST,NAME,t,Testhospital - West-Nederland,Testkrankenhaus - West-Niederlande
NL3_TEST,SHORT_NAME,t,Testhosp. NL3,Testkrh. NL3
NL3_TEST_TEST,NAME,t,Testdepartment - West-Nederland,Testabteilung - West-Niederlande
NL3_TEST_TEST,SHORT_NAME,t,Testdep. NL3,Testabt. NL3
NL4_TEST,NAME,t,Testhospital - Zuid-Nederland,Testkrankenhaus - Süd-Niederlande
NL4_TEST,SHORT_NAME,t,Testhosp. NL4,Testkrh. NL4
NL4_TEST_TEST,NAME,t,Testdepartment - Zuid-Nederland,Testabteilung - Süd-Niederlande
NL4_TEST_TEST,SHORT_NAME,t,Testdep. NL4,Testabt. NL4
NO0_TEST,NAME,t,Testhospital - Norge,Testkrankenhaus - Norwegen
