id,property,needs_translation,default,translated
845,SYNONYM,u,Bacillus cohnii,
623,SYNONYM,u,Bacillus decolorationis,
2543,SYNONYM,u,Bacillus dipsosauri,
2250,SYNONYM,u,Bacillus drentensis,
140,SYNONYM,u,Bacillus edaphicus,
1540,SYNONYM,u,Bacillus ehimensis,
273,SYNONYM,u,Bacillus endophyticus,
969,SYNONYM,u,Bacillus farraginis,
39,SYNONYM,u,Bacillus fastidiosus,
475,SYNONYM,u,Bacillus firmus,
1550,SYNONYM,u,Bacillus flexus,
971,SYNONYM,u,Bacillus fordii,
1939,SYNONYM,u,Bacillus fortis,
1735,SYNONYM,u,Bacillus fumarioli,
1407,SYNONYM,u,Bacillus funiculus,
1321,SYNONYM,u,Bacillus galactophilus,
866,SYNONYM,u,Bacillus galactosidilyticus,
1491,SYNONYM,u,Bacillus gelatini,
1372,SYNONYM,u,Bacillus gibsonii,
2377,SYNONYM,u,Bacillus ginsengi,
448,SYNONYM,u,Bacillus halmapalus,
2011,SYNONYM,u,Bacillus halodenitrificans,
2463,SYNONYM,u,Bacillus halodurans,
2064,SYNONYM,u,Bacillus horikoshii,
2499,SYNONYM,u,Bacillus humi,
2199,SYNONYM,u,Bacillus hwajinpoensis,
240,SYNONYM,u,Bacillus idriensis,
612,SYNONYM,u,Bacillus indicus,
1117,SYNONYM,u,Bacillus jeotgali,
2121,SYNONYM,u,Bacillus kaustophilus,
979,SYNONYM,u,Bacillus korlensis,
111,SYNONYM,u,Bacillus krulwichiae,
792,SYNONYM,u,Bacillus laevolacticus,
1815,SYNONYM,u,Bacillus larvae,
2013,SYNONYM,u,Bacillus laterosporus,
991,SYNONYM,u,Bacillus lentimorbus,
736,SYNONYM,u,Bacillus lentus,
121,SYNONYM,u,Bacillus luciferensis,
2399,SYNONYM,u,Bacillus macerans,
237,SYNONYM,u,Bacillus macyae,
185,SYNONYM,u,Bacillus marinus,
1596,SYNONYM,u,Bacillus marisflavi,
1397,SYNONYM,u,Bacillus massiliensis,
1785,SYNONYM,u,Bacillus megaterium,
2277,SYNONYM,u,Bacillus mucilaginosus,
2275,SYNONYM,u,Bacillus muralis,
1409,SYNONYM,u,Bacillus naganoensis,
1102,SYNONYM,u,Bacillus nealsonii,
433,SYNONYM,u,Bacillus niacini,
2422,SYNONYM,u,Bacillus novalis,
1623,SYNONYM,u,Bacillus odysseyi,
637,SYNONYM,u,Bacillus okuhidensis,
1838,SYNONYM,u,Bacillus oleronius,
192,SYNONYM,u,Bacillus pabuli,
2937,SYNONYM,u,Bacillus pallidus,
599,SYNONYM,u,Bacillus pantothenticus,
921,SYNONYM,u,Bacillus parabrevis,
1848,SYNONYM,u,Bacillus pasteurii,
2315,SYNONYM,u,Bacillus patagoniensis,
3,SYNONYM,u,Bacillus pocheonensis,
1328,SYNONYM,u,Bacillus polymyxa,
2455,SYNONYM,u,Bacillus popilliae,
27,SYNONYM,u,Bacillus pseudalcaliphilus,
2537,SYNONYM,u,Bacillus pseudofirmus,
949,SYNONYM,u,Bacillus psychrophilus,
2481,SYNONYM,u,Bacillus psychrosaccharolyticus,
33,SYNONYM,u,Bacillus pulvifaciens,
1549,SYNONYM,u,Bacillus pycnus,
864,SYNONYM,u,Bacillus salexigens,
324,SYNONYM,u,Bacillus saliphilus,
1437,SYNONYM,u,Bacillus selenitireducens,
1118,SYNONYM,u,Bacillus shackletonii,
357,SYNONYM,u,Bacillus silvestris,
1920,SYNONYM,u,Bacillus simplex,
906,SYNONYM,u,Bacillus siralis,
2076,SYNONYM,u,Bacillus soli,
2914,SYNONYM,u,Bacillus sphaericus,
1097,SYNONYM,u,Bacillus sporothermodurans,
1960,SYNONYM,u,Bacillus subterraneus,
242,SYNONYM,u,Bacillus subtilis inaquosorum,
2173,SYNONYM,u,Bacillus subtilis spizizenii,
1976,SYNONYM,u,Bacillus subtilis subtilis,
2298,SYNONYM,u,Bacillus thermantarcticus,
715,SYNONYM,u,Bacillus thermocatenulatus,
577,SYNONYM,u,Bacillus thermodenitrificans,
2437,SYNONYM,u,Bacillus thermoglucosidasius,
1924,SYNONYM,u,Bacillus thiaminolyticus,
1878,SYNONYM,u,Bacillus tusciae,
1544,SYNONYM,u,Bacillus validus,
1469,SYNONYM,u,Bacillus vedderi,
1994,SYNONYM,u,Bacillus vietnamensis,
1224,SYNONYM,u,Bacillus vireti,
1967,SYNONYM,u,Bacillus weihenstephanensis,
1546,SYNONYM,u,Bacterionema matruchotii,
525,SYNONYM,u,Bacteroides bivius,
1984,SYNONYM,u,Bacteroides buccae,
932,SYNONYM,u,Bacteroides buccalis,
370,SYNONYM,u,Bacteroides capillosus,
734,SYNONYM,u,Bacteroides capillus,
2010,SYNONYM,u,Bacteroides coagulans,
1414,SYNONYM,u,Bacteroides corporis,
1222,SYNONYM,u,Bacteroides denticola,
365,SYNONYM,u,Bacteroides disiens,
382,SYNONYM,u,Bacteroides distasonis,
2898,SYNONYM,u,Bacteroides dorei,
2168,SYNONYM,u,Bacteroides endodontalis,
2901,SYNONYM,u,Bacteroides forsythus,
1190,SYNONYM,u,Bacteroides furcosus,
1610,SYNONYM,u,Bacteroides gingivalis,
444,SYNONYM,u,Bacteroides goldsteinii,
2007,SYNONYM,u,Bacteroides gracilis,
1640,SYNONYM,u,Bacteroides hypermegas,
2592,SYNONYM,u,Bacteroides intermedius,
1314,SYNONYM,u,Bacteroides levii,
1600,SYNONYM,u,Bacteroides macacae,
2189,SYNONYM,u,Bacteroides massiliensis,
903,SYNONYM,u,Bacteroides melaninogenicus,
1434,SYNONYM,u,Bacteroides merdae,
2523,SYNONYM,u,Bacteroides multiacidus,
1641,SYNONYM,u,Bacteroides nodosus,
742,SYNONYM,u,Bacteroides ochraceus,
1502,SYNONYM,u,Bacteroides oralis,
920,SYNONYM,u,Bacteroides oris,
1949,SYNONYM,u,Bacteroides oulorum,
2579,SYNONYM,u,Bacteroides pentosaceus,
1340,SYNONYM,u,Bacteroides praeacutus,
84,SYNONYM,u,Bacteroides putredinis,
1778,SYNONYM,u,Bacteroides ruminicola,
1237,SYNONYM,u,Bacteroides salivosus,
2311,SYNONYM,u,Bacteroides splanchnicus,
2562,SYNONYM,u,Bacteroides suis,
925,SYNONYM,u,Bacteroides tectus,
2160,SYNONYM,u,Bacteroides ureolyticus,
1213,SYNONYM,u,Bacteroides veroralis,
197,SYNONYM,u,Bacteroides vulgatus,
166,SYNONYM,u,Beneckea alginolytica,
1007,SYNONYM,u,Beneckea harveyi,
541,SYNONYM,u,Beneckea parahaemolytica,
879,SYNONYM,u,Beneckea vulnifica,
2829,SYNONYM,u,Bifidobacterium denticolens,
354,SYNONYM,u,Bifidobacterium infantis,
2830,SYNONYM,u,Bifidobacterium inopinatum,
1292,SYNONYM,u,Bifidobacterium suis,
1927,SYNONYM,u,Bipolaris australiensis,
948,SYNONYM,u,Bipolaris hawaiiensis,
2691,SYNONYM,u,Bocavirus,
2240,SYNONYM,u,Botryodiplodia theobromae,
496,SYNONYM,u,Brachycladium spiciferum,
2441,SYNONYM,u,Branhamella catarrhalis,
2283,SYNONYM,u,Brevibacterium albidum,
1784,SYNONYM,u,Brevibacterium ammoniagenes,
247,SYNONYM,u,Brevibacterium imperiale,
1829,SYNONYM,u,Brevibacterium oxydans,
182,SYNONYM,u,Brevibacterium vitarumen,
2195,SYNONYM,u,Brucella abortus,
2152,SYNONYM,u,Brucella canis,
11,SYNONYM,u,Brucella neotomae,
887,SYNONYM,u,Brucella ovis,
36,SYNONYM,u,Brucella suis,
2396,SYNONYM,u,Burkholderia fungorum,
635,SYNONYM,u,Burkholderia pickettii,
1636,SYNONYM,u,California encephalitis virus,
2119,SYNONYM,u,Calymmatobacterium,
1914,SYNONYM,u,Calymmatobacterium granulomatis,
1349,SYNONYM,u,Campylobacter butzleri,
2015,SYNONYM,u,Campylobacter cinaedi,
2433,SYNONYM,u,Campylobacter fennelliae,
402,SYNONYM,u,Campylobacter laridis,
885,SYNONYM,u,Campylobacter mustelae,
676,SYNONYM,u,Campylobacter nitrofigilis,
2570,SYNONYM,u,Campylobacter pylori,
380,SYNONYM,u,Campylobacter sputorum mucosalis,
1264,SYNONYM,u,Candida catenulata,
1889,SYNONYM,u,Candida ciferrii,
1354,SYNONYM,u,Candida duobushaemulonii,
52,SYNONYM,u,Candida guilliermondii,
2694,SYNONYM,u,Candida guilliermondii var. membranaefaciens,
2693,SYNONYM,u,Candida guilliermondii var. membranifaciens,
2243,SYNONYM,u,Candida haemulonii,
62,SYNONYM,u,Candida krusei,
451,SYNONYM,u,Candida lambica,
1707,SYNONYM,u,Candida lipolytica,
1192,SYNONYM,u,Candida lusitaniae,
2582,SYNONYM,u,Candida pelliculosa,
396,SYNONYM,u,Candida pintolopesii,
568,SYNONYM,u,Candida pulcherrima,
1666,SYNONYM,u,Candida ravautii,
2418,SYNONYM,u,Candida rugosa,
2052,SYNONYM,u,Candida slooffii,
458,SYNONYM,u,Candida stellatoidea,
892,SYNONYM,u,Candida stellimalicola,
1238,SYNONYM,u,Candida utilis,
1651,SYNONYM,u,Candida vini,
1101,SYNONYM,u,Catabacter,
1823,SYNONYM,u,Catabacter hongkongensis,
2498,SYNONYM,u,Cellulomonas cellulans,
628,SYNONYM,u,Cephalosporium recifei,
281,SYNONYM,u,Chaetomium atrobrunneum,
2450,SYNONYM,u,Chlamydophila,
625,SYNONYM,u,Chlamydophila abortus,
352,SYNONYM,u,Chlamydophila pneumoniae,
1425,SYNONYM,u,Chlamydophila psittaci,
2806,SYNONYM,u,Chryseobacterium meningosepticum,
1736,SYNONYM,u,Chryseomonas polytricha,
1907,SYNONYM,u,Citrobacter diversus,
104,SYNONYM,u,Cladosporium werneckii,
394,SYNONYM,u,Clostridium absonum,
1990,SYNONYM,u,Clostridium barati,
1375,SYNONYM,u,Clostridium barkeri,
2392,SYNONYM,u,Clostridium bartlettii,
687,SYNONYM,u,Clostridium bifermentans,
55,SYNONYM,u,Clostridium bolteae,
1034,SYNONYM,u,Clostridium celerecrescens,
2822,SYNONYM,u,Clostridium citroniae,
790,SYNONYM,u,Clostridium clostridioforme,
219,SYNONYM,u,Clostridium difficile,
824,SYNONYM,u,Clostridium ghonii,
1092,SYNONYM,u,Clostridium glycolicum,
1167,SYNONYM,u,Clostridium hastiforme,
238,SYNONYM,u,Clostridium hathewayi,
679,SYNONYM,u,Clostridium histolyticum,
2291,SYNONYM,u,Clostridium indolis,
2319,SYNONYM,u,Clostridium irregulare,
2826,SYNONYM,u,Clostridium lavalense,
1440,SYNONYM,u,Clostridium ghoni,
1857,SYNONYM,u,Clostridium lentoputrescens,
1930,SYNONYM,u,Clostridium limosum,
1220,SYNONYM,u,Clostridium orbiscindens,
1721,SYNONYM,u,Clostridium oroticum,
1870,SYNONYM,u,Clostridium paraperfringens,
796,SYNONYM,u,Clostridium perenne,
1459,SYNONYM,u,Clostridium sordellii,
613,SYNONYM,u,Clostridium sphenoides,
2828,SYNONYM,u,Clostridium ventriculi,
1285,SYNONYM,u,Clostridium villosum,
1725,SYNONYM,u,Colorado tick fever virus,
684,SYNONYM,u,Comamonas acidovorans,
1042,SYNONYM,u,Corynebacterium camporealensis,
1155,SYNONYM,u,Corynebacterium equi,
234,SYNONYM,u,Corynebacterium fascians,
246,SYNONYM,u,Corynebacterium hoagii,
2576,SYNONYM,u,Corynebacterium lilium,
1052,SYNONYM,u,Corynebacterium mooreparkense,
1067,SYNONYM,u,Corynebacterium nigricans,
328,SYNONYM,u,Corynebacterium paurometabolum,
754,SYNONYM,u,Corynebacterium pyogenes,
78,SYNONYM,u,Corynebacterium seminale,
2929,SYNONYM,u,Corynebacterium tuscaniae,
677,SYNONYM,u,Corynebacterium variabilis,
1548,SYNONYM,u,Corynebacterium vitarumen,
632,SYNONYM,u,Crimean-Congo hemorrhagic fever virus,
900,SYNONYM,u,Cryptococcus aggregatus,
2460,SYNONYM,u,Cryptococcus utilis,
2012,SYNONYM,u,Curvularia spicifera,
771,SYNONYM,u,Cytophaga heparina,
2307,SYNONYM,u,Dactylaria constricta,
2534,SYNONYM,u,Debaryomyces polymorphus,
933,SYNONYM,u,Desulfomonas,
1789,SYNONYM,u,Dietzia cinnamea,
97,SYNONYM,u,Drechslera,
1618,SYNONYM,u,Drechslera halodes,
82,SYNONYM,u,Drechslera rostrata,
2471,SYNONYM,u,Drechslera spicifera,
2646,SYNONYM,u,Eastern equine encephalitis virus North American,
2648,SYNONYM,u,Eastern equine encephalitis virus South American,
1910,SYNONYM,u,Edwardsiella anguillimortifera,
2286,SYNONYM,u,Enterobacter aerogenes,
2281,SYNONYM,u,Enterobacter agglomerans,
1755,SYNONYM,u,Enterobacter amnigenus,
1974,SYNONYM,u,Enterobacter cowanii,
1571,SYNONYM,u,Enterobacter dissolvens,
446,SYNONYM,u,Enterobacter gergoviae,
1809,SYNONYM,u,Enterobacter intermedius,
2322,SYNONYM,u,Enterobacter nimipressuralis,
38,SYNONYM,u,Enterobacter pyrinus,
2716,SYNONYM,u,Enterobacter sakazakii,
2453,SYNONYM,u,Enterococcus flavescens,
849,SYNONYM,u,Enterococcus saccharominimus,
2302,SYNONYM,u,Enterococcus seriolicida,
750,SYNONYM,u,Enterococcus solitarius,
706,SYNONYM,u,Entomophthora coronata,
2116,SYNONYM,u,Epstein-Barr virus,
1948,SYNONYM,u,Erwinia ananas,
2587,SYNONYM,u,Erwinia cancerogena,
2390,SYNONYM,u,Erwinia dissolvens,
1361,SYNONYM,u,Erwinia nimipressuralis,
2718,SYNONYM,u,Erwinia persicinus,
2099,SYNONYM,u,Erwinia uredovora,
2615,SYNONYM,u,Erythrovirus B19,
222,SYNONYM,u,Escherichia adecarboxylata,
2353,SYNONYM,u,Escherichia vulneris,
1327,SYNONYM,u,Eubacterium aerofaciens,
2212,SYNONYM,u,Eubacterium alactolyticum,
1483,SYNONYM,u,Eubacterium biforme,
455,SYNONYM,u,Eubacterium budayi,
34,SYNONYM,u,Eubacterium combesii,
2137,SYNONYM,u,Eubacterium contortum,
682,SYNONYM,u,Eubacterium cylindroides,
1051,SYNONYM,u,Eubacterium dolichum,
228,SYNONYM,u,Eubacterium eligens,
1300,SYNONYM,u,Eubacterium exiguum,
271,SYNONYM,u,Eubacterium fossor,
1737,SYNONYM,u,Eubacterium hadrum,
1909,SYNONYM,u,Eubacterium hallii,
1433,SYNONYM,u,Eubacterium lentum,
756,SYNONYM,u,Eubacterium moniliforme,
270,SYNONYM,u,Eubacterium plautii,
575,SYNONYM,u,Eubacterium rectale,
995,SYNONYM,u,Eubacterium saburreum,
1180,SYNONYM,u,Eubacterium timidum,
1674,SYNONYM,u,Exophiala werneckii,
1381,SYNONYM,u,Falcivibrio grandis,
25,SYNONYM,u,Falcivibrio vaginalis,
1992,SYNONYM,u,Fissuricella filamenta,
2380,SYNONYM,u,Flavimonas oryzihabitans,
1039,SYNONYM,u,Flavobacterium breve,
1446,SYNONYM,u,Flavobacterium gleum,
2242,SYNONYM,u,Flavobacterium heparinum,
636,SYNONYM,u,Flavobacterium indologenes,
1824,SYNONYM,u,Flavobacterium marinotypicum,
2363,SYNONYM,u,Flavobacterium meningosepticum,
1945,SYNONYM,u,Flavobacterium multivorum,
620,SYNONYM,u,Flavobacterium odoratum,
1305,SYNONYM,u,Flavobacterium spiritivorum,
2128,SYNONYM,u,Flavobacterium thalpophilum,
319,SYNONYM,u,Flavobacterium yabuuchiae,
622,SYNONYM,u,Fluoribacter,
135,SYNONYM,u,Fluoribacter bozemanae,
947,SYNONYM,u,Fluoribacter dumoffii,
766,SYNONYM,u,Fluoribacter gormanii,
1112,SYNONYM,u,Fonsecaea compacta,
1095,SYNONYM,u,Fonsecaea compactum,
616,SYNONYM,u,Fonsecaea dermatitidis,
1113,SYNONYM,u,Fusarium dimerum,
2102,SYNONYM,u,Fusarium semitectum,
670,SYNONYM,u,Fusarium sporotrichioides,
996,SYNONYM,u,Fusicoccum dimidiatum,
1551,SYNONYM,u,Fusobacterium alocis,
202,SYNONYM,u,Fusobacterium nucleatum fusiforme,
1149,SYNONYM,u,Fusobacterium plauti,
940,SYNONYM,u,Fusobacterium polymorphum,
889,SYNONYM,u,Fusobacterium prausnitzii,
1473,SYNONYM,u,Fusobacterium sulci,
1114,SYNONYM,u,Gemella bergeriae,
1997,SYNONYM,u,Geobacillus thermoglucosidasius,
2510,SYNONYM,u,Geotrichum klebahnii,
1947,SYNONYM,u,Geotrichum penicillatum,
1369,SYNONYM,u,Gordonia rubropertinctus,
2601,SYNONYM,u,Group A streptococcus,
2602,SYNONYM,u,Group B streptococcus,
173,SYNONYM,u,Haemophilus actinomycetemcomitans,
293,SYNONYM,u,Haemophilus aphrophilus,
1799,SYNONYM,u,Haemophilus haemoglobinophilus,
191,SYNONYM,u,Haemophilus segnis,
2474,SYNONYM,u,Hansenula anomala,
1044,SYNONYM,u,Hansenula fabianii,
811,SYNONYM,u,Hansenula polymorpha,
1875,SYNONYM,u,Helicobacter acinonyx,
193,SYNONYM,u,Helicobacter nemestrinae,
1650,SYNONYM,u,Helminthosporium halodes,
1441,SYNONYM,u,Helminthosporium rostratum,
1934,SYNONYM,u,Helminthosporium spiciferum,
1568,SYNONYM,u,Hepatitis A virus,
2641,SYNONYM,u,Hepatitis C virus,
2653,SYNONYM,u,Hepatitis G virus,
2617,SYNONYM,u,Herpes simplex virus type 1,
2619,SYNONYM,u,Herpes simplex virus type 2,
822,SYNONYM,u,Hormiscium dermatitidis,
510,SYNONYM,u,Hormodendrum dermatitidis,
803,SYNONYM,u,Hormonema,
2676,SYNONYM,u,Human T-lymphotropic virus 1,
2678,SYNONYM,u,Human T-lymphotropic virus 2,
2605,SYNONYM,u,Human cytomegalovirus,
2650,SYNONYM,u,Human hepatitis E virus,
2671,SYNONYM,u,Human herpesvirus 6A,
2673,SYNONYM,u,Human herpesvirus 6B,
2631,SYNONYM,u,Human herpesvirus 8,
2662,SYNONYM,u,Human parainfluenza virus 1,
2664,SYNONYM,u,Human parainfluenza virus 2,
2666,SYNONYM,u,Human parainfluenza virus 3,
2668,SYNONYM,u,Human parainfluenza virus 4,
2613,SYNONYM,u,Human parvovirus B19,
2652,SYNONYM,u,Human pegivirus,
2643,SYNONYM,u,Human polyomavirus 1,
2683,SYNONYM,u,Human polyomavirus 2,
376,SYNONYM,u,Human respiratory syncytial virus,
2526,SYNONYM,u,Influenza A virus,
710,SYNONYM,u,Influenza B virus,
1420,SYNONYM,u,Influenza C virus,
2657,SYNONYM,u,Influenza D virus,
2684,SYNONYM,u,JC polyomavirus,
2685,SYNONYM,u,JC virus,
2630,SYNONYM,u,Kaposi's sarcoma-associated herpesvirus,
951,SYNONYM,u,Kingella indologenes,
1832,SYNONYM,u,Klebsiella ornithinolytica,
926,SYNONYM,u,Klebsiella ozaenae,
476,SYNONYM,u,Klebsiella planticola,
2549,SYNONYM,u,Klebsiella rhinoscleromatis,
1607,SYNONYM,u,Klebsiella singaporensis,
760,SYNONYM,u,Klebsiella terrigena,
2149,SYNONYM,u,Klebsiella trevisanii,
604,SYNONYM,u,Kloeckera,
2485,SYNONYM,u,Kocuria erythromyxa,
809,SYNONYM,u,Kocuria kristinae,
1922,SYNONYM,u,Koserella trabulsii,
515,SYNONYM,u,Lactobacillus antri,
279,SYNONYM,u,Lactobacillus arizonensis,
2429,SYNONYM,u,Lactobacillus brevis,
2185,SYNONYM,u,Lactobacillus buchneri,
551,SYNONYM,u,Lactobacillus casei,
466,SYNONYM,u,Lactobacillus catenaformis,
552,SYNONYM,u,Lactobacillus cellobiosus,
305,SYNONYM,u,Lactobacillus confusus,
1299,SYNONYM,u,Lactobacillus fermentum,
2310,SYNONYM,u,Lactobacillus gastricus,
1983,SYNONYM,u,Lactobacillus minutus,
1399,SYNONYM,u,Lactobacillus oris,
462,SYNONYM,u,Lactobacillus paracasei,
1986,SYNONYM,u,Lactobacillus plantarum,
428,SYNONYM,u,Lactobacillus reuteri,
2221,SYNONYM,u,Lactobacillus rhamnosus,
356,SYNONYM,u,Lactobacillus rimae,
1342,SYNONYM,u,Lactobacillus sakei,
1442,SYNONYM,u,Lactobacillus salivarius,
703,SYNONYM,u,Lactobacillus vaginalis,
1353,SYNONYM,u,Lactobacillus vitulinus,
981,SYNONYM,u,Lassa virus,
1519,SYNONYM,u,Lecythophora,
1608,SYNONYM,u,Lecythophora hoffmannii,
1957,SYNONYM,u,Lecythophora mutabilis,
2907,SYNONYM,u,Legionella bozemanii,
443,SYNONYM,u,Legionella pittsburghensis,
1494,SYNONYM,u,Leptotrichia goodfellowii,
1033,SYNONYM,u,Leuconostoc amelibiosum,
1471,SYNONYM,u,Levinea amalonatica,
1283,SYNONYM,u,Listeria denitrificans,
1385,SYNONYM,u,Lucibacterium harveyi,
2070,SYNONYM,u,Lymphocytic choriomeningitis virus,
959,SYNONYM,u,Macrosporium,
513,SYNONYM,u,Madurella mycetomi,
607,SYNONYM,u,Measles virus,
1590,SYNONYM,u,Megamonas hypermegas,
164,SYNONYM,u,Methylobacterium zatmanii,
508,SYNONYM,u,Micrococcus halobius,
2536,SYNONYM,u,Micrococcus kristinae,
408,SYNONYM,u,Micrococcus nishinomiyaensis,
1647,SYNONYM,u,Micrococcus roseus,
468,SYNONYM,u,Micrococcus sedentarius,
204,SYNONYM,u,Micropolyspora brevicatena,
2326,SYNONYM,u,Microsporum brachytomum,
1593,SYNONYM,u,Mitsuokella dentalis,
1468,SYNONYM,u,Monosporium apiospermum,
689,SYNONYM,u,Moraxella anatipestifer,
837,SYNONYM,u,Moraxella phenylpyruvica,
705,SYNONYM,u,Moraxella urethralis,
872,SYNONYM,u,Mortierella wolfii,
1428,SYNONYM,u,Mucor javanicus,
990,SYNONYM,u,Mucor pusillus,
1059,SYNONYM,u,Mumps virus,
1897,SYNONYM,u,Mycobacterium africanum,
2858,SYNONYM,u,Mycobacterium bouchedurhonense,
1159,SYNONYM,u,Mycobacterium bovis,
2949,SYNONYM,u,Mycobacterium canetti,
1793,SYNONYM,u,Mycobacterium caprae,
2860,SYNONYM,u,Mycobacterium chimaera,
2878,SYNONYM,u,Mycobacterium massiliense,
1669,SYNONYM,u,Mycobacterium microti,
869,SYNONYM,u,Mycobacterium paratuberculosis,
1054,SYNONYM,u,Mycobacterium pinnipedii,
1082,SYNONYM,u,Mycobacterium vanbaalenii,
2290,SYNONYM,u,Mycoplasma buccale,
1093,SYNONYM,u,Mycoplasma faucium,
1478,SYNONYM,u,Mycoplasma fermentans,
229,SYNONYM,u,Mycoplasma genitalium,
1124,SYNONYM,u,Mycoplasma hominis,
2106,SYNONYM,u,Mycoplasma lipophilum,
509,SYNONYM,u,Mycoplasma orale,
1961,SYNONYM,u,Mycoplasma penetrans,
1787,SYNONYM,u,Mycoplasma pirum,
2136,SYNONYM,u,Mycoplasma pneumoniae,
717,SYNONYM,u,Mycoplasma primatum,
919,SYNONYM,u,Mycoplasma salivarium,
2300,SYNONYM,u,Mycotorula lipolytica,
709,SYNONYM,u,Nakazawaea,
1531,SYNONYM,u,Neisseria cuniculi,
2285,SYNONYM,u,Neisseria ovis,
2598,SYNONYM,u,Neorickettsia sennetsu,
2090,SYNONYM,u,Neosartorya fischeri,
2183,SYNONYM,u,Nocardia orientalis,
1062,SYNONYM,u,Ochrobactrum,
1368,SYNONYM,u,Ochrobactrum anthropi,
